2018-07-25 10:54:37,764 [1]INFO  Common.WebClinetHepler - GET->9ms,code:200,uri:http://192.168.1.225:19886/api/my/info,
2018-07-25 10:54:39,415 [1]INFO  Common.WebClinetHepler - GET->1063ms,code:0,uri:http://192.168.1.198:16080/video/projects,
2018-07-25 10:54:42,752 [1]INFO  Common.WebClinetHepler - GET->39ms,code:0,uri:http://192.168.1.198:16080/labels,
2018-07-25 10:54:49,465 [6]INFO  Common.WebClinetHepler - GET->16ms,code:0,uri:http://192.168.1.198:16080/videos?id=10327&status=0&recorded=1&start_date=2010-01-01&end_date=2018-07-25&start_time=0:00:00&end_time=23:59:59,
2018-07-25 10:54:51,252 [1]INFO  Common.WebClinetHepler - GET->6ms,code:0,uri:http://192.168.1.198:16080/video/equipments?project_name=SP0143,
2018-07-25 10:54:52,405 [1]INFO  Common.WebClinetHepler - GET->8ms,code:0,uri:http://192.168.1.198:16080/video/equipments?project_name=SP0143,
2018-07-25 10:54:53,158 [1]INFO  Common.WebClinetHepler - GET->6ms,code:0,uri:http://192.168.1.198:16080/video/equipments?project_name=SP0143,
2018-07-25 10:54:53,970 [1]INFO  Common.WebClinetHepler - GET->6ms,code:0,uri:http://192.168.1.198:16080/video/equipments?project_name=SP0143,
2018-07-25 10:54:54,622 [1]INFO  Common.WebClinetHepler - GET->38ms,code:0,uri:http://192.168.1.198:16080/labels,
